seller_id,seller_zip_code_prefix,seller_city,seller_state,region_id,first_sale_timestamp,last_sale_timestamp,sold_item_count,distinct_order_count,distinct_product_count,merchandise_value,freight_value
02ecc2a19303f05e59ce133fd923fff7,09121,santo andre,SP,SP,2017-06-18 18:04:34,2018-08-21 20:13:02,24,21,17,5264.19,478.21
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,PR,2017-11-01 20:55:07,2018-08-08 14:13:58,30,30,3,3883.05,580.83
02f623a8eb246f3c5f7c2f96462654e6,18611,botucatu,SP,SP,2018-04-25 15:13:02,2018-08-22 23:52:12,44,44,23,6378.00,829.63
0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP,SP,2016-10-10 18:09:39,2017-05-25 07:49:44,7,7,6,4728.80,274.77
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP,SP,2016-10-05 19:09:33,2016-10-05 19:09:33,2,1,2,29.80,17.57
034b9387752bfa309f350a70cd45ffa3,89036,blumenau,SC,SC,2018-04-11 15:53:57,2018-08-22 16:05:04,8,8,2,96.00,144.26
038b75b729c8a9a04b0d07cba7eabe86,12231,sao jose dos campos,SP,SP,2018-04-20 12:29:17,2018-04-22 18:42:38,2,2,1,467.00,90.85
039b29ff3b3473435d0cd59040575de9,09443,ribeirao pires,SP,SP,2018-04-26 11:32:03,2018-08-23 13:56:52,9,9,7,114.90,100.65
039e6ad9dae79614493083e241147386,03560,sao paulo,SP,SP,2018-04-03 11:35:18,2018-07-10 20:53:38,5,5,4,12925.00,348.42
03a2a6dcbe45d639c4dc2a0d24769c40,09340,maua,SP,SP,2018-03-13 08:11:07,2018-08-15 18:21:14,9,9,7,1078.41,172.25
03bd479e1d9484cdb14104d3023f7321,38401,uberlandia,MG,MG,2018-05-09 17:37:03,2018-07-24 17:28:41,3,3,3,359.70,57.72
0417b067eeab773d2f7061a726dc477f,89288,sao bento do sul,SC,SC,2018-03-01 20:13:18,2018-08-20 12:38:56,13,13,11,1859.18,642.57
042573af89b6d931f672efaf789d8358,18015,sorocaba,SP,SP,2018-01-21 17:44:36,2018-02-11 13:08:02,3,3,3,413.48,65.09
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,SC,2017-11-14 16:57:33,2018-08-12 00:13:50,94,94,20,60130.60,3054.39
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP,SP,2017-04-02 16:31:42,2018-07-27 18:03:57,90,85,56,7792.10,1207.52
044668ccd5316b12a7cf0d54a156e3e9,06016,osasco,SP,SP,2018-08-08 17:54:25,2018-08-20 21:07:24,4,3,1,137.80,53.55
04843805947f0fc584fc1969b6e50fe7,93900,ivoti,RS,RS,2018-08-05 14:55:14,2018-08-05 14:55:14,2,1,1,1400.00,74.76
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP,SP,2017-03-04 15:23:15,2018-08-21 16:31:46,51,51,20,9264.78,1286.28
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP,SP,2017-03-22 17:10:13,2018-01-24 11:40:28,17,11,8,5518.00,821.51
04aba03279157f6d4e0fe8ccaf21963c,28470,santo antonio de padua,RJ,RJ,2017-05-10 11:51:13,2018-08-26 13:25:25,16,16,12,2575.90,346.43
04e38a233f726ef161074ab1c9b0399a,01239,sao paulo,SP,SP,2017-09-15 00:53:25,2018-05-05 21:12:28,28,23,11,1352.20,459.07
04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS,RS,2018-08-21 11:29:05,2018-08-21 11:29:05,1,1,1,289.49,24.83
04fdea0c111866e6cf812f1570d6b5bd,08411,sao paulo,SP,SP,2017-10-14 09:11:45,2018-01-31 13:57:40,10,10,2,1055.00,206.95
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG,MG,2017-05-03 14:22:02,2018-08-02 12:05:18,98,89,34,3737.95,1445.15
052577151711aec5c744fe12e66db3e1,89136,rodeio,SC,SC,2017-10-26 18:35:40,2017-12-20 12:01:34,4,4,1,2748.00,222.42
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP,SP,2017-01-07 17:20:56,2018-04-09 16:57:00,22,21,15,9983.10,720.65
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ,RJ,2017-12-01 10:20:48,2018-08-23 13:21:08,66,65,23,12333.39,1306.02
0570350b23eda5444f8d1d9544932058,05104,sao paulo,SP,SP,2018-04-12 23:43:37,2018-05-22 20:17:22,11,6,3,626.90,124.86
05730013efda596306417c3b09302475,88813,criciuma,SC,SC,2018-07-06 18:37:58,2018-08-22 20:16:37,4,4,4,952.00,216.67
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ,RJ,2017-09-25 22:41:26,2018-08-14 23:23:38,13,12,8,1328.00,779.42
058fd0aa2bfdb2274e05e1ae971dabb6,09020,santo andre,SP,SP,2017-08-03 11:36:18,2018-06-07 19:45:30,64,61,11,7667.90,887.90
05a48cc8859962767935ab9087417fbb,05372,sao paulo,SP,SP,2018-08-02 12:05:38,2018-08-02 12:05:38,1,1,1,42.90,16.49
05a940b4ecae36cadfd8e93bd9c43257,74305,goiania,GO,GO,2017-07-16 17:22:22,2018-02-19 15:20:06,10,10,9,952.00,196.94
05aebce0b5c8f0d41b29b686f2d05fd3,03962,sao paulo,SP,SP,2018-03-05 16:24:44,2018-08-10 16:15:34,2,2,2,74.99,45.89
05ca864204d09595ae591b93ea9cf93d,06465,barueri,SP,SP,2018-08-16 09:18:25,2018-08-16 09:18:25,1,1,1,179.90,8.52
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG,MG,2017-09-27 12:01:09,2018-08-12 20:44:16,66,62,48,5759.66,1679.27
05e107217c7266362fd44b75b2cd4cc4,05353,sao paulo - sp,SP,SP,2018-06-29 23:02:10,2018-08-21 05:26:43,8,5,3,193.38,82.01
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,MG,2017-07-10 16:09:38,2018-03-23 10:44:18,63,60,21,13769.01,2019.29
05feb94f19d094d4b0f9281f0b1d4c99,08752,mogi das cruzes,SP,SP,2017-08-14 08:05:48,2018-02-18 18:26:06,6,6,2,9353.00,697.04
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,RS,2016-10-04 16:02:18,2018-08-07 21:31:29,62,59,16,21992.78,1815.39
062c325cd6a2b87845fab56b4ec2eeae,08150,sao paulo,SP,SP,2018-05-07 11:48:13,2018-08-01 21:33:30,2,2,2,133.22,23.86
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS,RS,2017-01-26 18:48:30,2017-09-10 00:14:56,60,55,14,7521.00,1200.44
06532f10282704ef4c69168b914b77be,87140,paincandu,PR,PR,2017-03-03 14:12:45,2017-08-18 16:26:37,9,8,8,10220.50,698.24
06579cb253ecd5a3a12a9e6eb6bf8f47,04007,sao paulo - sp,SP,SP,2017-08-03 17:47:10,2018-08-11 21:27:06,72,62,11,4727.20,1499.41
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR,PR,2016-10-06 17:10:05,2018-08-10 12:12:35,74,68,44,9410.38,1705.57
0691148aee60ca47977c187804f935ae,86010,londrina,PR,PR,2017-11-24 15:13:24,2018-08-27 08:56:49,53,47,37,5868.51,1490.94
0692610d8abe24f287e9fae90ea0bbee,02310,sao paulo,SP,SP,2018-06-02 11:14:09,2018-08-22 15:45:32,4,4,3,173.99,31.73
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA,MA,2018-01-19 09:51:37,2018-08-22 11:49:11,405,392,44,36408.95,12141.29
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG,MG,2017-09-11 08:09:15,2018-07-04 22:45:03,18,17,14,1536.19,326.14
06df0c10d34e459d9672bc77388742eb,87045,maringa,PR,PR,2018-03-16 13:58:32,2018-08-06 19:44:03,30,26,1,9070.00,525.77
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS,RS,2017-04-25 16:33:00,2018-08-22 17:14:07,95,92,35,22188.56,2193.28
07017df32dc5f2f1d2801e579548d620,58030,joao pessoa,PB,PB,2017-03-08 15:00:44,2018-07-29 21:34:43,9,8,3,946.49,181.75
070d165398b553f3b4b851c216b8a358,03916,sao paulo,SP,SP,2017-08-24 10:29:36,2018-08-16 14:21:35,39,32,11,3393.16,1003.59
0725b8c0f3f906e58f70cbe76b7c748c,07023,guarulhos,SP,SP,2017-01-20 17:23:00,2018-08-07 17:41:54,37,17,15,2190.30,715.69
0743a0239d764b9a0f959a57d07e36ab,03138,sao paulo,SP,SP,2018-07-24 10:50:34,2018-08-04 17:01:32,4,4,2,336.96,66.26
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,RJ,2016-10-06 13:39:20,2017-06-25 17:54:26,15,14,10,346.60,208.89
0761743cbffb25d7148189e9f1a5f03a,14096,ribeirao preto,SP,SP,2017-11-30 09:38:21,2018-02-02 18:42:02,7,3,3,241.20,86.20
077c5fae4bea9500e3737b16f71b9d3a,18052,sorocaba,SP,SP,2017-09-19 12:44:23,2018-06-22 13:20:25,6,4,3,106.80,70.44
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG,MG,2018-05-15 14:03:08,2018-07-24 16:03:03,11,5,5,842.00,186.99
079d295dcbf06ee8bb1b65ba964eb2b6,02124,sao paulo,SP,SP,2018-06-25 12:37:03,2018-08-09 20:00:05,10,5,3,349.30,190.79
07a9bc7f61396b658ddf3ac534efe44c,02925,sao paulo,SP,SP,2017-06-26 11:44:22,2017-06-26 11:44:22,1,1,1,119.90,15.59
07bf9669d84d1f11be443a9dd938f698,04761,sao paulo,SP,SP,2017-03-08 16:34:25,2018-06-27 09:01:34,24,18,11,1776.00,646.22
07d75e33f2750d97d467fb57e4dfdd8a,02117,sao paulo,SP,SP,2018-03-06 09:17:21,2018-05-07 09:49:04,2,2,2,722.40,37.19
07de60b03d150fb3ea09eab5da5e4c8b,14940,ibitinga,SP,SP,2018-01-31 23:06:27,2018-08-18 20:44:06,9,9,4,719.10,169.90
07e8e8fc5222bb358e6f259da3197074,04216,sao paulo,SP,SP,2018-02-21 06:27:09,2018-08-08 22:13:19,2,2,2,51.80,23.06
080102cd0a76b09e0dcf55fcacc60e05,31140,belo horizonte,MG,MG,2017-07-23 11:22:00,2018-08-26 16:26:52,130,124,43,5716.78,2195.93
080199a181c46c657dc5aa235411be3b,06097,osasco,SP,SP,2017-09-20 05:02:16,2018-08-24 11:43:17,83,79,40,14504.20,1040.68
08061dc0fc165ed41288cc7acde738ee,06036,osasco,SP,SP,2017-03-23 00:48:00,2017-11-14 12:48:34,4,4,3,123.80,58.42
08084d990eb3f53af056ccbc1730c8a7,03612,sao paulo,SP,SP,2018-02-08 07:04:45,2018-08-14 20:56:45,12,12,3,372.50,234.29
081acf3de680d554796c9cf041be7bc2,33200,vespasiano,MG,MG,2017-11-27 14:39:18,2018-05-23 18:30:11,8,4,4,1597.30,205.50
082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP,SP,2017-10-29 13:42:54,2018-08-17 07:09:44,23,11,17,2073.30,991.03
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP,SP,2018-02-26 14:22:19,2018-05-02 15:25:10,8,6,6,305.40,130.56
08633c14ef2db992c11f840f04fad4cd,09416,ribeirao pires,SP,SP,2017-12-13 09:15:58,2018-08-24 14:57:19,97,74,16,7644.30,1424.52
0873d9f8f36123f8d910f4760e788cfb,06465,barueri,SP,SP,2018-05-07 20:22:07,2018-08-14 14:19:51,6,6,6,7265.59,161.06
0885aaf116795758dfeb5f1032487bcd,08541,ferraz de vasconcelos,SP,SP,2017-12-14 21:06:57,2018-08-19 17:17:45,30,28,20,2648.00,514.32
0887a9f087bcd5d9f6642b52f897fc6c,11990,cananeia,SP,SP,2017-02-02 15:22:02,2017-08-05 13:51:38,12,12,3,1642.00,220.35
08ad4ac1388e4420ca531c3edfc46198,06663,itapevi,SP,SP,2018-06-11 19:55:25,2018-08-18 18:52:16,7,6,5,221.62,89.05
08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG,MG,2018-02-20 08:12:25,2018-07-29 15:29:19,6,4,3,3098.99,1096.47
08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR,PR,2017-08-21 13:38:52,2018-08-23 00:54:22,12,12,9,324.80,233.04
08d1c9478fb0d7d7fcac9c0da4e82fc7,31110,belo horizonte,MG,MG,2018-06-12 08:29:53,2018-06-12 08:29:53,1,1,1,538.00,67.57
08d2d642cf72b622b14dde1d2f5eb2f5,17512,marilia,SP,SP,2017-02-12 21:40:53,2017-12-06 08:31:25,21,17,8,914.00,321.26
08f5819815f3d06545011850bd70f0a8,11075,santos,SP,SP,2018-06-21 00:56:22,2018-08-12 16:01:35,3,3,3,452.00,70.83
091065b789659bc3cd9af9cb3a6253ff,92120,canoas,RS,RS,2017-10-15 13:01:37,2018-01-18 17:13:29,2,2,1,1359.00,85.37
0936e1837d0c79253456bbb2ffaaef10,02050,sao paulo,SP,SP,2017-04-11 22:09:31,2017-04-11 22:09:31,2,1,1,38.90,31.12
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP,SP,2017-08-31 20:38:35,2018-01-30 12:01:37,27,22,18,1215.79,343.94
094ced053e257ae8cae57205592d6712,14095,ribeirao preto,SP,SP,2018-04-04 20:43:55,2018-07-30 10:59:07,19,19,13,1519.20,459.03
0951a6e282947e09cd47969f4ed0b47f,06763,taboao da serra,SP,SP,2018-07-26 09:25:14,2018-08-27 14:39:21,7,7,2,492.30,88.02
09883d9ab71c8fe8a9bfc7fc3075b07e,08180,sao paulo,SP,SP,2017-04-25 17:46:45,2017-11-24 10:37:12,5,5,5,329.50,76.67
099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,SP,SP,2017-12-16 09:01:56,2018-08-13 18:43:30,20,17,11,5193.83,715.32
09bad886111255c5b5030314fc7f1a4a,01022,sao paulo,SP,SP,2018-08-08 18:25:48,2018-08-27 19:37:48,5,5,1,487.50,72.86
09f952a5f58d2285b0372551ae8f9b01,09725,sao bernardo do campo,SP,SP,2017-09-15 09:24:57,2018-08-24 22:21:24,56,50,11,11821.50,1524.96
0a198e95d32b1be2da9424c962a6ebfa,32260,contagem,MG,MG,2018-06-13 12:09:56,2018-06-13 12:09:56,1,1,1,69.99,16.68
0a82f5fb06a4fe4ac2cf7cb412ec71b8,05524,sao paulo,SP,SP,2018-02-03 13:14:01,2018-03-31 12:09:05,2,2,2,462.00,22.80
0a85ebe4e328db81ac9109781205e2f7,13205,jundiai,SP,SP,2018-05-11 10:18:31,2018-08-24 15:40:41,12,12,8,667.90,137.75
0aa124728afc1131dff5655f4c6f487b,37135,alfenas,MG,MG,2018-07-16 10:15:36,2018-08-13 12:56:01,2,2,2,850.92,107.86
0aa2205ca24f113f4658a5c536667426,04281,sao paulo,SP,SP,2018-04-18 11:16:54,2018-08-14 17:39:49,11,4,3,815.62,172.48
0ac4201fda2c68ebc0e47cb9423cf3c9,03345,sao paulo,SP,SP,2017-06-19 08:18:34,2018-06-17 13:20:11,14,13,4,1676.88,233.99
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,RJ,2017-10-19 08:38:00,2018-01-05 20:37:59,6,6,6,1449.40,115.32
0adac9fbd9a2b63cccaac4f8756c1ca8,13290,louveira,SP,SP,2017-01-22 20:25:54,2018-08-16 20:56:16,142,110,66,15960.95,2499.27
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,PR,2017-11-24 09:11:25,2018-01-21 14:20:45,2,2,2,158.88,42.39
0aea4c6ae1505b3228ddf3dd7822ee5b,18080,sorocaba,SP,SP,2017-10-09 20:23:13,2018-04-30 07:04:12,8,8,8,1427.91,151.75
0af2ab31141893d26aca5a404a537dab,03431,sao paulo,SP,SP,2018-08-23 22:37:44,2018-08-23 22:37:44,1,1,1,59.00,15.51
0af977692321d895349eded183341d28,11070,santos,SP,SP,2018-04-01 02:54:21,2018-08-20 16:20:58,2,2,2,257.75,19.47
0afccdb8a34ee5c79f7c06faf2b4d56e,38400,uberlandia,MG,MG,2017-04-05 11:04:33,2018-04-07 13:48:17,25,25,10,1225.50,388.28
0b09101900100c0e9d312861fad5a1b9,03168,sao paulo,SP,SP,2017-01-27 14:59:17,2017-01-27 14:59:17,1,1,1,153.75,14.61
0b0ddbc7b9d9584f442c7ac92b0ff6c9,07052,guarulhos,SP,SP,2018-03-30 20:29:47,2018-06-04 23:21:42,3,3,3,1416.76,133.88
0b18d63d0cd1d723567903fd34a07df2,05141,sp,SP,SP,2017-04-11 14:30:03,2018-06-12 23:52:24,14,9,9,1678.14,265.89
0b1ca3ef18a63d7eb0c8897fa0849c08,18131,sao roque,SP,SP,2018-04-12 00:10:10,2018-04-12 00:10:10,1,1,1,55.00,7.87
0b35c634521043bf4b47e21547b99ab5,84530,teixeira soares,PR,PR,2017-12-07 11:06:04,2018-08-12 02:11:20,78,51,39,13533.65,1475.09
0b36063d5818f81ccb94b54adfaebbf5,89255,jaragua do sul,SC,SC,2017-01-30 21:44:49,2017-01-30 21:44:49,15,1,1,765.00,18.00
0b3f27369a4d8df98f7eb91077e438ac,07412,aruja,SP,SP,2017-11-13 15:19:44,2017-11-22 18:38:11,2,2,2,146.51,24.88
0b46f784306be7200ca1700aa55d819f,31210,belo horizonte,MG,MG,2017-03-19 08:36:36,2017-03-19 08:36:36,1,1,1,19.90,10.96
0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS,RS,2018-04-06 19:54:30,2018-07-13 10:56:30,4,4,2,137.60,68.21
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR,PR,2017-10-24 14:48:29,2018-08-16 22:03:02,210,164,46,28592.32,3615.32
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP,SP,2017-03-24 21:48:54,2018-08-21 20:24:33,146,137,45,7482.21,2924.19
0bb27263628258b8111a0262769fa9db,03077,sao paulo,SP,SP,2017-04-01 17:24:26,2017-04-01 17:24:26,1,1,1,22.20,10.96
0bb738e4d789e63e2267697c42d35a2d,18130,sao roque,SP,SP,2017-02-01 12:59:24,2018-06-20 06:58:43,31,30,4,2388.30,642.34
0be8ff43f22e456b4e0371b2245e4d01,04461,sao paulo,SP,SP,2017-05-09 10:57:58,2018-08-29 10:22:35,180,161,121,11805.50,2579.15
0bebbb2cea103a4a020c95d43fd7d754,02515,sao paulo,SP,SP,2018-06-30 19:07:30,2018-08-28 12:48:50,9,9,9,1367.20,147.14
0bf0150d5b9d60d9cd2906003332f085,01547,sao paulo,SP,SP,2017-02-16 23:15:22,2018-07-14 14:08:11,62,39,15,5774.60,1097.74
0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ,RJ,2017-10-23 22:16:49,2018-02-03 23:27:28,6,6,6,371.20,65.79
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,SP,2017-07-11 23:14:57,2018-07-28 10:25:00,73,61,29,2989.30,874.21
0c7f30ae9b147eca07affbef92832a6a,84020,ponta grossa,PR,PR,2017-03-03 11:02:44,2017-04-17 20:12:02,5,5,4,479.50,87.61
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,MG,2016-10-04 17:25:09,2018-08-21 10:38:28,220,182,93,17348.79,4107.04
0cab2da43793a6f3c5ed8514c5f54627,80060,curitiba,PR,PR,2018-05-11 10:26:01,2018-07-27 10:30:54,3,3,2,309.70,57.20
0cbcee27c791afa0cdcb08587a2013a8,37410,tres coracoes,MG,MG,2016-10-09 15:39:56,2018-07-14 18:39:58,41,39,13,5324.15,817.16
0d33a55da925bbf1ff02af5f6059fc7f,05632,sao paulo,SP,SP,2017-11-09 12:56:00,2018-08-01 12:32:19,24,22,8,547.30,385.61
0d4c8269e7f0401201794deef160edd6,14076,ribeirao preto,SP,SP,2017-10-17 22:36:32,2017-11-07 17:17:18,4,3,4,792.64,99.39
0d83f8e03188682112cc0d93523705cc,91150,porto alegre,RS,RS,2017-11-14 09:05:04,2018-01-22 11:52:53,8,4,2,696.26,124.31
0d85bbda9889ce1f7e63778d24f346eb,38414,uberlandia,MG,MG,2017-03-22 17:40:51,2018-03-27 07:30:38,58,51,17,4845.20,1624.50
0daf5180aa44356f60f8effa533b55a2,74043,goiania,GO,GO,2018-07-30 12:19:23,2018-08-20 14:16:35,2,2,2,144.80,38.83
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP,SP,2016-10-08 20:02:32,2018-04-07 15:24:30,137,132,14,9077.40,1999.15
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP,SP,2017-12-04 19:18:09,2018-08-16 13:52:25,193,161,11,18446.92,5319.50
0ddefe3c7a032b91f4e25b9c3a08fca1,09721,sao bernardo do campo,SP,SP,2018-04-12 15:09:11,2018-08-24 12:41:33,10,9,7,402.90,150.00
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG,MG,2017-03-12 09:25:41,2018-06-17 15:32:09,89,87,25,10021.49,1498.72
0dfbed20065e425d2eaefb101f9816c0,13660,porto ferreira,SP,SP,2018-05-12 23:13:36,2018-06-04 21:18:04,3,3,2,84.35,49.25
0e44d110fa6a54e121cb2c095a77762f,07901,francisco morato,SP,SP,2017-08-04 06:36:20,2018-06-13 00:02:17,6,6,5,223.32,70.06
0e72c1a751b496722a6cb1f10653b62a,06280,sao paulo,SP,SP,2018-05-11 00:18:02,2018-07-30 21:42:57,3,3,3,140.80,51.30
0e982cff76cc0579f632cea8a0e38c9d,88316,itajai,SC,SC,2017-09-26 12:57:49,2018-04-03 07:28:21,12,7,8,1307.34,172.97
0ea22c1cfbdc755f86b9b54b39c16043,35700,sete lagoas,MG,MG,2016-10-06 18:50:25,2018-08-22 18:03:39,269,237,152,10711.70,4363.61
0eaa7e33d73809f1f925f7d07c506cbd,09111,santo andre,SP,SP,2017-04-10 10:28:48,2018-08-27 17:01:43,15,15,12,1552.00,194.90
0ebd97a106433a45a4aebe57c1799778,32240,contagem,MG,MG,2017-05-16 09:12:37,2018-07-13 21:05:56,32,31,10,3046.80,614.88
0ec28cec4046a4a199b6de9b4c891d97,74110,goiania,GO,GO,2018-04-22 15:59:19,2018-05-17 14:47:11,4,3,2,296.60,56.04
